name,type,company,description,amount,notes,notes2,notes3,notes4
François Asensi,functions,,SEAPFA (Syndicat intercommunal),NÉANT,,NÉANT,2008,
François Baroin,functions,,Maire de Troyes (Aube),12846 EUR par an,"(01/09/2014 : 1070,55 EUR net mensuel (prelevement à la source) )",12846,1995,2020
François Baroin,functions,,Membre du Conseil Syndical du Syndicat départ   (aube),NÉANT,01/05/2014 - 01/05/2020,0,2014,2020
François Baroin,functions,,Président du Grand Troyes,"12324,60 EUR par an","(01/09/2014 : 1027,05 net mensuel (prélevement à la source) )","12324,6",2001,2020
François Bonhomme,functions,,NÉANT,,,,,
François Calvet,functions,,Mairie de LE SOLER,"2013 : 9241,97 EUR par an",,"9241,97",,En cours
François Calvet,functions,,Vice-Président Communauté de Communes Perpignan-Méditerranée,"2013 : 15333,95 EUR par an",,"15333,95",,En cours
François Calvet,functions,,,,"Sénateur -  2013 : 53242,44 EUR par an",,,
François Commeinhes,functions,,Conseiller général,25164 EUR par an,,,2008,
François Commeinhes,functions,,Maire de Sète,31500 EUR par an,,,2001,
François Commeinhes,functions,,Président SMBT,NÉANT,,,2004,
François Commeinhes,functions,,Président Thau Agglomération,29172 EUR par an,,29172,2014,en cours
François Cornut-Gentille,functions,,Maire de St Dizier,NÉANT,1.982 €,,2008,2014
François de Mazières,functions,,Maire de Versailles,29652 EUR par an,avant l'élection comme député: 3660€/mois après l'élection comme député: 2471€/mois,29652,2008,
François de Mazières,functions,,Président de Versailles Grand Parc,NÉANT,avant l'élection comme député: 2412€/mois après l'élection comme député: 0,NÉANT,2008,
François de Rugy,functions,,Conseiller Communautaire Communauté Urbaine de Nantes Métropole,"11438,4 EUR par an","Avril 2008 - Avril 2014 - 953,20 € / mois",,2008,2014
François de Rugy,functions,,Conseiller Municipal Orvault,0 EUR par an,Mars 2008 - Mars 2014,,2008,2014
François Fillon,functions,,Conseiller municipal de Solesmes,NÉANT,,NÉANT,2001,
François Fillon,functions,,Président de la CdC de Sablé sur Sarthe,NÉANT,Du 19 AVRIL 2001 au 12 SEPTEMBRE 2012,NÉANT,,
François Fortassin,functions,,"Adjoint au Maire, Sarp","717,48 EUR par an","59,79 € net/mois",,2008,2014
François Fortassin,functions,,Président Commission Syndicale Forestière,0 EUR par an,,,2008,2014
François Fortassin,functions,,Président du Pic du Midi,0 EUR par an,,,2008,2014
François Fortassin,functions,,Président du SDE,0 EUR par an,,,2008,2014
François Fortassin,functions,,Vice Président Conseil Général,"19157,16 EUR par an","1596,43€ net/mois","19157,16",2011,2017
François Fortassin,functions,,Vice-Président Com.Com Vallée de Baroune,0 EUR par an,,,2008,2014
François Fortassin,functions,,Vice-président SEBCS,0 EUR par an,,,2008,2014
François Fortassin,functions,,,,Sénateur des Hautes Pyrénées depuis 2011 - 5400 EUR net/mois,,,
François Grosdidier,functions,,Maire de Woippy,19008 EUR par an,01/04/2008 au 31/03/2014 - brut : 1584 € net : 1047 €,,2008,2014
François Grosdidier,functions,,Vice-Président de Metz-Métropole,14772 EUR par an,01/04/2008 au 31/03/2014 - brut : 1231 € net : 802 €,,2008,2014
François Lamy,functions,,Conseiller municipal,NÉANT,31-mar-14,NÉANT,2014,
François Loncle,functions,,NÉANT,,,,,
François Marc,functions,,Conseiller général du finistère,4680 EUR par an,390 EUR / mois,,2008,2015
François Patriat,functions,,Président de Conseil Régional Bourgogne,27000 EUR par an,,27000,2010,
François Pillet,functions,,Président du SMAERC (Syndicat de traitement d'eau),0 EUR par an,,0,2008,En cours
François Pupponi,functions,,Conseiller communautaire - CA Val de France,NÉANT,,NÉANT,2002,
François Pupponi,functions,,Maire de Sarcelles,22236 EUR par an,Depuis le 3 juin 1997 - Environ 1853 euros nets mensuels,22236,1997,
François Pupponi,functions,,,,Député du Val d'Oise Depuis le 16 décembre 2007 - Environ 5800 euros nets mensuels : 69600 EUR par an,,,
François Rochebloine,functions,,,,"Député de la Loire - Indemnité Parlementaire (Décembre 2013) 6332,26 EUR (net)",,,
François Sauvadet,functions,,1er adjoint au Maire de Vitteaux,"6842,64 EUR par an","570,22€ brut","6842,64",2008,
François Sauvadet,functions,,Président de la communauté de communes de Vitteaux,"7353,6 EUR par an","612,80 € brut","7353,6",2000,
François Sauvadet,functions,,Président du conseil général de Cote d'Or,"22588,69 EUR par an","1882,39€ brut","22588,69",2008,
François Sauvadet,functions,,,,"Député de Côte d'Or avril 1993- juin 2011 puis élu juin 2012 - 5680,12 : 68161,44 EUR par an",,,
François Scellier,functions,,Vice-président du Conseil général du Val d'Oise,NÉANT,mars 2008 à 2015 - Aucune rémunération ou gratification autres que les indemnités légales,,2008,2015
François Scellier,functions,,,,Député  - 20 juin 2012 à 2017 - Aucune rémunération ou gratification autres que les indemnités légales,,,
François Vannson,functions,,NÉANT,,,,,
François Zocchetto,functions,,Conseiller communautaire d'agglomération de Laval,2013 : 45557 EUR,Base imposable,45557,2008,en cours
François Zocchetto,functions,,Conseiller municipal de Laval,NÉANT,,0,2008,en cours
François Zocchetto,functions,,,,Sénateur - 2008 - …,,,
Françoise Cartron,functions,,Conseillère à Communauté urbaine de Bordeaux,"26777,04 EUR par an","2231,42 EUR PAR MOIS  début juin 1995 - fin mars 2001",,1995,2001
Françoise Cartron,functions,,Conseillère municipale de la ville d'Artigues,NÉANT, Début janvier 2012 - fin mars 2014,,2012,2014
Françoise Cartron,functions,,Maire de la ville d'Artigues,NÉANT,Début juin 1995 - fin janvier 2012,,1995,2012
Françoise Cartron,functions,,Vice-Présidente de la Communauté urbaine de Bordeaux,"26777,04 EUR par an","2231,42 EUR PAR MOIS début mars 2001 - fin mars 2014",,2001,2014
Françoise Descamps-Crosnier,functions,,Conseillère communautaire,14100 EUR par an,1175€/mois,,2008,2014
Françoise Descamps-Crosnier,functions,,Conseillère municipale,NÉANT,,,2008,2014
Françoise Descamps-Crosnier,functions,,Maire,3840 EUR par an,2008 - fin mars 2013 - 320€/mois après écrètement,,2008,2013
Françoise Descamps-Crosnier,functions,,syndicat mixte base de loisir,3720 EUR par an,2010-2012 démission suite à élection députée - 318 € / mois,,2010,2012
Françoise Dubois,functions,,Conseiller communautaire Le mans,NÉANT,Mars 2008 - Mars 2014,,2008,2014
Françoise Dubois,functions,,Maire Adjointe Le mans,NÉANT,Mars 2008 - Mars 2014,,2008,2014
Françoise Dubois,functions,,,,Juin 2012 Députée 1ère Sarthe,,,
Françoise Dumas,functions,,Vice Présidente Conseil Régional,,10-mar-10,,2010,
Françoise Férat,functions,,Conseiller général de la Marne,,Mars 1992 - à ce jour,,1992,En cours
Françoise Férat,functions,,Maire de Cuchery,6240 EUR par an,1989 - Mars 2014 - 520/mois,,1989,2014
Françoise Férat,functions,,,,Sénateur - Septembre 2001 - à ce jour,,,
Françoise Gatel,functions,,Maire de Châteaugiron,12564 EUR par an,,12564,2001,
Françoise Gatel,functions,,Présidente communauté de communes du pays de Châteaugiron,11868 EUR par an,,11868,2001,
Françoise Guégot,functions,,,,Députée Depuis juin 2007  5200 euros,,,
Françoise Imbert,functions,,NÉANT,,,,,
Françoise Laborde,functions,,Adjointe à la culture de Blagnac,NÉANT,"Elue sénatrice en 2008, arrêt de rémunération à compter de cette date (choix)",,2001,2008
François-Michel Lambert,functions,,Conseiller Municipal Gardanne (Opposition),NÉANT,Mars 2008 début Mai 2013 fin,,2008,2013
François-Noël Buffet,functions,,Conseiller Communautaire,,,,2014,2020
François-Noël Buffet,functions,,Maire d'OULLINS,"30903,96 EUR par an","3 075,33 EUR / brut / mois","30903,96",2014,2020
François-Noël Buffet,functions,,,,"Sénateur du Rhône - 5 514,68 EUR / brut / mois : 66176,16 EUR par an",,,
François-Xavier Villain,functions,,Maire de Cambrai,"11517,72 EUR par an",03/2008 à 03/2014 - 959.81€ mensuels,,2008,2014
François-Xavier Villain,functions,,Président Agglomération de Cambrai,"10674,48 EUR par an",12/2008 à 12/2014 - 889.54€ mensuels,,2008,2014
Frédéric Barbier,functions,,Conseiller Général,23532 EUR par an,Mars 2011 - mars 2015 - 1961 EUR par mois,,2011,2015
Frédéric Cuvillier,functions,,Maire de Boulogne,34224 EUR par an,"(maire de 2002 à 2012 où il s'arrête pour ne pas cumuler avec sa fonction de ministre, puis réélu le 30/03/2014) Rien depuis avril 2014",,,2014
Frédéric Lefebvre,functions,,Conseiller Régional d'Ile de France,21800 EUR par an,Estimation,21800,2004,en cours
Frédéric Reiss,functions,,Maire de Niederbronn les Bains,"11707,32 EUR par an","975,61 €/mois",,2008,2014
Frédéric Reiss,functions,,Président du SMICTOM du Nord du Bas-Rhin,"6029,28 EUR par an","502,44 €/mois",,2008,2014
Frédéric Reiss,functions,,Vice-président de la Communauté de communes du Pays de Niederbronn les Bains,"7712,28 EUR par an","642,69 €/mois",,2008,2014
Frédéric Reiss,functions,,,,"Député  5069,68 EUR/mois",,,
Frédéric Roig,functions,,Conseiller général,26652 EUR par an,01/03/2011 2221€ / mois,26652,2011,
Frédéric Roig,functions,,Maire,6420 EUR par an,mars 2008 - 535€ / mois,6420,2088,
Frédéric Roig,functions,,,,Député - 5369 EUR / mois,,,
Frédérique Espagnac,functions,,Conseillère communautaire,0 EUR par an,mar-08,0,2008,
Frédérique Espagnac,functions,,Conseillère municipale déléguée,"8170,08 EUR par an","mars 2008 - 680,84€/mois","8170,08",2008,
Frédérique Espagnac,functions,,Conseillère régionale,18528 EUR par an,2004-2009 - 1544.00€/mois,,2004,2009
Frédérique Espagnac,functions,,Vice Présidente pays grand  pau,"2545,08 EUR par an","mars 2008 -212,09€/mois","2545,08",2008,
Frédérique Massat,functions,,Conseillère générale,15600 EUR par an,Début mandat juillet 2012 - 1300 € / mois,15600,2012,
Gabriel Serville,functions,,Conseiller municipal,NÉANT,Mars 2008 à mars 2014,,2008,2014
Gabrielle Louis-Carabin,functions,,Maire,"30060,12 EUR par an","2505,01/mois (janvier 2014)","30060,12",1989,
Gabrielle Louis-Carabin,functions,,Membre de Conseill d'Administration du SDIS,NÉANT,,NÉANT,1989,
Gabrielle Louis-Carabin,functions,,Membre du SIAEG,NÉANT,,NÉANT,,
Gaby Charroux,functions,,Conseiller général 13,30600 EUR par an,2550 EUR PAR MOIS  début 03/10/2012,30600,2012,En cours
Gaby Charroux,functions,,Maire de Martigues,6840 EUR par an,570 EUR PAR MOIS début mars 2008 - fin mars 2014,,2008,2014
Gaby Charroux,functions,,Vice-Président CAPM,6840 EUR par an,570 EUR PAR MOIS début mars 2008 - fin mars 2014,,2008,2014
Gaby Charroux,functions,,,,Député des Bouches du Rhône - 5300 EUR PAR MOIS : 53600 EUR par an,,,
Gaëtan Gorce,functions,,Maire d'une commune de 5400 habitants,NÉANT,mars 2008 - mars 2014,,2008,2014
Geneviève Fioraso,functions,,,,Députée de l'Isere depuis 2012,,,
Geneviève Gaillard,functions,,Maire de Niort,"30482,88 EUR par an","mars 2008 - 2540,24 € brut / mois 1976,36 € net / mois Soit :  30482,88 € brut annuel 23792,64 € net annuel","30482,88",2008,
Geneviève Gosselin-Fleury,functions,,Maire Adjoint Ville de Cherbourg,17280 EUR par an,1440 euros nets,,2008,2014
Geneviève Gosselin-Fleury,functions,,Présidente du SCOT du Cotentin,0 EUR par an,,,2008,2014
Geneviève Levy,functions,,Adjoint au Maire,"2013 : 23789,04 EUR par an","mars 2008 - mars 2014 - Année 2013 23.789,04 (bruts) 18.559,13 (nets)",,2008,2014
Geneviève Levy,functions,,Conseiller communautaire,"2013 : 10467,43","2013 : 12772,92 (bruts), 10467,43 (nets)",,2008,2014
Geneviève Levy,functions,,,,"Député - Juin 2012/Juin 2017  - 68161,44 EUR par an  bruts",,,
Georges Fenech,functions,,NÉANT,,,,,
Georges Ginesta,functions,,Maire de St Raphaël,24612 EUR par an,2051€/mois,,2008,2014
Georges Ginesta,functions,,Président de la communauté d'Agglomération,14916 EUR par an,1243€/mois,,2008,2014
Georges Ginesta,functions,,Président SEVE,480 EUR par an,40€/mois,,2008,2014
Georges Ginesta,functions,,Président Syndicat mixte,2064 EUR par an,172€/mois,,2008,2014
Georges Ginesta,functions,,,,Député depuis 2012 5094 EUR/mois,,,
Georges Labazée,functions,,Conseiller général et président du Conseil général,"2013 :  31723,44 EUR par an",élu en mars 1976 élu président le 31 mars 2011,,1976,2011
Georges Labazée,functions,,,,"Sénateur élu en sept 2011 fin mandat septembre 2017 - 63783,95 EUR par an",,,
Georges Patient,functions,,Délégué communautaire,NÉANT,,0,1994,En cours
Georges Patient,functions,,Maire,25800 EUR par an,2150 euro / mois,25800,1989,En cours
Gérald Darmanin,functions,,Maire,,Depuis 2008,,2014,en cours
Gérard Bailly,functions,,Conseiller général Jura,20292 EUR par an,1 691 €/mois,,1985,2015
Gérard Bailly,functions,,Conseiller municipal Uxelles,NÉANT,1965 - mars 2014 - non rémunéré,,1965,2014
Gérard Bailly,functions,,Président de la communauté de communes du pays des lacs,NÉANT,1986- mars 2014 - n'a jamais accepté l'indemnité,,1986,2014
Gérard Bailly,functions,,Vice-président Syndicat Electricité,3816 EUR par an,318 €/mois,,2008,2014
Gérard Bailly,functions,,,,Sénateur Jura - 2001-2017 - 5 388 EUR/mois,,,
Gérard Bapt,functions,,Maire adjoint de Saint Jean,0,,,2001,2014
Gérard Bapt,functions,,Membre du Comité Syndical de l'ACUT Toulouse Métropole,8400 EUR par an,700 euros,8400,,
Gérard César,functions,,Maire,"61589,4 EUR par an","5132,45 EUR PAR MOIS Début mars 2014","61589,4",2014,En cours
Gérard Charasse,functions,,,,Député Allier depuis 1997,,,
Gérard Cherpion,functions,,Conseiller régional de Lorraine,"19849,56 EUR par an","1654,13 (Décembre 2013)","19849,56",1992,En cours
Gérard Cherpion,functions,,,,"Député - 2007 -2012 - 4551,04 (juin 2012)",,,
Gérard Collomb,functions,,Maire de Lyon,33088 EUR par an,"2757,34 EUR NET par mois",33088,2014,2020
Gérard Collomb,functions,,Président du Grand Lyon,NÉANT,,0,2014,2020
Gérard Collomb,functions,,,,"Sénateur du Rhône 28/09/2014 - 5514,68 euros brut",,,
Gérard Cornu,functions,,NÉANT,,,,,
Gérard Dériot,functions,,Maire Adjoint de Cérilly,NÉANT,,0,2014,2020
Gérard Dériot,functions,,Président de la Communauté de Communes Pays de Tronçais,7680 EUR par an,Net,7680,2014,2020
Gérard Dériot,functions,,Vice Président serVice départemental d'incendie et de secours  (SDIS) Allier,5100 EUR par an,Net,5100,2014,2020
Gérard Larcher,functions,,Maire de Rambouilet (78120),18984 EUR par an,1582 EUR par mois Indemnité de fonction mensuelle écrêtée (au 31/12/2013),,2008,2014
Gérard Larcher,functions,,Président syndicats intercommunaux (SIRR/SMESSY),NÉANT,,,2008,2014
Gérard Larcher,functions,,Secrétaire du SICTOM,NÉANT,,,2008,2014
Gérard Longuet,functions,,NÉANT,,,,,
Gérard Menuel,functions,,Adjoint au Maire de Troyes,21096 EUR par an,,,1995,
Gérard Menuel,functions,,Vice-Président Agglomération de Troyes,13836 EUR par an,,,1995,
Gérard Miquel,functions,,Maire de Saint-Urq Lapopie,4404 EUR par an,30 mars 2014 - 367€/mois,4404,2014,
Gérard Miquel,functions,,Président du conseil général,266311 EUR par an,01 avril 2004 04 avril 2014,,2004,2014
Gérard Miquel,functions,,President du Syded,7224 EUR par an,12 juin 2014 - 602€/mois,7224,2014,
Gérard Roche,functions,,Président du Comité Exécutif de la Maison Départementale des PErsonnes Handicapées,NÉANT,Depuis le 8 février 2006,NÉANT,2006,
Gérard Roche,functions,,Président du Conseil d'Administration du Service Départemental d'Incendie et de Secours,NÉANT,Du 23 juin 2008 au 14 octobre 2011 (démission à la suite de mon élection au Sénat),,2008,2011
Gérard Roche,functions,,Président du Conseil Général de la Haute-Loire,"2013 : 26726,34 EUR par an",Depuis le 30 avril 2004,"26726,34",2004,
Gérard Roche,functions,,Président du Syndicat Mixte de travaux de la Chaise Dieu,NÉANT,Depuis le 16 novembre 2007,NÉANT,2007,
Gérard Sebaoun,functions,,Conseiller municipal de Franconville (val d'Oise),NÉANT,03/2008 -> 03/2014,,2008,2014
Germinal Peiro,functions,,Maire de CASTELNAUD LA CHAPELLE (24),NÉANT,depuis mars 1983,NÉANT,1983,
Germinal Peiro,functions,,Président Communauté de communes du Canton de DOMME (24),NÉANT,depuis janvier 1998,NÉANT,1998,
Germinal Peiro,functions,,Président Syndicat d'Irrigation agricole du CEOU,NÉANT,depuis janvier 1991,NÉANT,1991,
Germinal Peiro,functions,,Vice-Président Conseil général 24,voir bulletins d'indemnités joints,élu en Octobre 1988,voir bulletins d'indemnités joints,1988,
Germinal Peiro,functions,,Vice-Président Syndicat Energie 24,voir bulletins d'indemnités joints,élu en avril 1989,voir bulletins d'indemnités joints,1989,
Germinal Peiro,functions,,,,Député de la Dordogne depuis 1997 - voir bulletins d'indemnités joints,,,
Gilbert Barbier,functions,,Conseiller municipal,,,,,
Gilbert Bouchet,functions,,NÉANT,,,,,
Gilbert Collard,functions,,NÉANT,,,,,
Gilbert Le Bris,functions,,,,Député  17/6/2012 mandat en cours - 2013 : 55009 EUR par an,,,
Gilbert Roger,functions,,Conseiller général Seine Saint Denis,"27033,36 EUR par an","2253,78 EUR par mois","27033,36",1988,
Gilbert Sauvan,functions,,Maire de Castellane,18000 EUR par an,2008 à Octobre 2012 - 1500€,,2008,2012
Gilbert Sauvan,functions,,Président du SDIS 04,8400 EUR par an,2001 à décembre 2012 - 700€,,2001,2012
